label,content,source,author,time
T,A screengrab of a video posted by the same person (left) and a Xinjingbao photo about Wuhan's quarantine measures taken at Red Cross Hospital,,Thomas Yau,"7:17 PM · Jan 24, 2020"
T,Disturbing Leaked Video shows People literally falling over as they succumb to Virus. 10 cities 33 million people have now been quarantined. 1 case found outside quarantine area This Morning,,Terrence Daniels,"3:53 PM · Jan 24, 2020"
T,"Wuhan is the latest crisis to face China's Xi, and it's exposing major flaws in his model of control",,The China Hegemony Daily,"7:15 PM · Jan 24, 2020"
T,Among the sites closed in China due to Wuhan coronavirus: • The Forbidden City • A section of the Great Wall of China • Shanghai Disney Resort • McDonalds restaurants in five cities • The Bird's Nest stadium • National Museum of China,,CNN International,"9:47 PM · Jan 24, 2020"
T,"It’s not confirmed yet, but the student just got back from Wuhan and is showing symptoms . They better contain it, bc if you can’t get ppl to stay home with the common flu, then who knows how fast this will spread",,candece,"9:59 PM · Jan 24, 2020"
T,"#China did something similar during SARS outbreak in 2003. Beijing built hospital in 7 days. Wuhan hospital being built with pre-fab parts and aims to keep #WuhanCoronovirus patients isolated with pooled medical resources, state media says",,Eunice Yoon,"9:57 PM · Jan 24, 2020"
T,"If I read this right, the internet traffic from #Wuhan is down 15-20%. As people can't stay out or travel one would expect the internet connectivity to go up and not down? Either communications are disrupted or 1,5-2 Million people gradually dropped offline?#coronavirus",,Petri Mäkelä,"9:57 PM · Jan 24, 2020"
T,Huge Was just told by a Chinese reporter that CCP authorities are allowing disinformation to spread on social media to downplay to the full extent of the Wuhan virus outbreak,,Jack Posobiec,"2:22 AM · Jan 24, 2020"
T,"Hospitals in #China over “overwhelmed” due to the #CoronavirusOutbreak, and a 1000-bed mobile hospital reportedly will be built in #Wuhan (the epicenter) within 10 days(!). Unfortunately, this outbreak will get worse (likely MUCH worse) before it gets better",,Dr. Dena Grayson,"9:46 PM · Jan 24, 2020"
T,"It's the history, the 404, the deleted posts, the appeared activists and journalists, the arrested citizens who spread the news, the system that makes people of Wuhan being scared of speaking out and just trying to save themselves and their families",,Xiaoji Song 晓霁,"9:58 PM · Jan 24, 2020"
T,"Wuhan doctors cited in Chinese media reports now say that fever, fatigue and cough are now not the only first signs of coronavirus infection. Other symptoms include - nausea, vomiting, diarrhoea, headaches, chest tightness, muscle soreness and even conjunctivitis",,Olivia Siong,"3:01 PM · Jan 24, 2020"
T,End of the world': Wuhan a ghost town under quarantine,,Zeva Zeva,"9:58 PM · Jan 24, 2020"
T,Friday is the eve of the Lunar New Year celebrations 除夕 and it’s going to be a melancholy and worrisome time for many in China. In Wuhan I’ve run into several migrant workers from Henan who can’t leave. But what about those who have already left to home towns and villages,,Chris Buckley 储百亮,"8:23 AM · Jan 24, 2020"
T,Travel plans on hold. Train stations quiet. Movie theaters empty. Cities locked down. A mysterious virus has gripped the world’s most populous country. Economists are beginning to worry that the virus could spell disaster to an economy already hobbled,,Alexandra Stevenson,"10:35 AM · Jan 24, 2020"
T,Global carmaker and luxury brands hit as coronavirus shuts down Wuhan,,Cool Breeze,"9:58 PM · Jan 24, 2020"
T,"To keep yourself and your family members safe and healthy this festive season, here are some simple tips via The Straits Timeshttps://www.straitstimes.com/singapore/health/wuhan-virus-how-to-keep-safe-and-calm-this-chinese-new-year …. Visit the MOH website for updates on the coronavirus at http://www.moh.gov.sg ",,NTU Singapore,"9:51 PM · Jan 24, 2020"
T,"So how is life like in #Wuhan 24 hours after the lockdown was enforced? Most sources told me the city was mostly quiet and the streets were empty. One source confirmed that while vegetables and other main ingredients at local groceries were gone very quickly, ..",,William Yang,"9:32 PM · Jan 24, 2020"
T,Googled bout the #Wuhan #Coronavirus just to find out the world had a new plague starting around the same date for the last few centuries,,Victor PBc,"8:56 PM · Jan 24, 2020"
T,"Virologist Who Visited Wuhan Says Coronavirus Epidemic Situation ""Out Of Control""",,Spencer Fernando,"4:44 AM · Jan 24, 2020"
T,"Wuhan Pneumonia Breaking: Shanghai City, China is officially on lockdown as of 24th Jan. Death toll rised to 32people in Shanghai alone, which has higher death rate than Wuhan, reported by Shanghai Ruijin Hospital",,Taiwan Formosa Club,"9:51 PM · Jan 24, 2020"
T,"The maximum employees of #CPEC are from #Wuhan ",,Counter Propaganda Division,"12:30 PM · Jan 24, 2020"
T,"Now 830+ known cases and 27 virus-related deaths, only in China",,Far Cry,"9:57 PM · Jan 24, 2020"
T,"NEW: More than 1,200 people with fever have gone to hospitals in Xiaogan, a city near Wuhan, according to a local newspaper",,BNO Newsroom,"9:42 PM · Jan 24, 2020"
T,"Many patients in Wuhan fell on the streets, hospital outpatient halls and other places",,,"3:13 AM · Jan 24, 2020"
T,Ten Bar has donated the following personal protective equpment to Wuhan Wuchang Hospital: - 1000 protective clothing - 1000 protective caps - 1000 disposable gloves,,"ming ","7:49 PM · Jan 24, 2020"
T,"Drone footage of the the new hospital construction site in #Wuhan, #China for confirmed cases of #coronavirus. It'll take only 6 days to build. Yes, unbelievable, but they did the same during the SARS crisis",,Indo-Pacific News,"4:53 PM · Jan 24, 2020"
T,The scientist who helped China fight SARS in 2003 has been tapped to lead a national research team of 14 experts in the fight against Wuhan coronavirus,,CNN,"7:24 PM · Jan 24, 2020"
T,Some Wuhan residents have told me that food is hard to come or expensive by because markets and shops are closed. At least the Walmart I dropped into has fresh fruit and vegetables on the shelves. What are other people with friends or family in Wuhan hearing,,Chris Buckley 储百亮,"4:30 PM · Jan 24, 2020"
T,"For all the #BlackPink fans who just learned about the #Coronavirus that is spreading particularly in Wuhan, China. Here is a video explaining about the disease. Please RT for public awareness. And let us all pray for the safety of #Lisa who is currently still in China. (Ctto)",,JewJew,"3:56 PM · Jan 23, 2020"
T,"Concerned about Wuhan #coronarovirus? @Rutgers_NJMS asst. prof. Dr. Debra Chew, former @CDCgov epidemic intelligence officer, discusses the evolving outbreak & advises on how stay healthy",,Rutgers Global Health Institute,"9:56 PM · Jan 24, 2020"
T,message from a frontline doc in Wuhan，the reason for the stopped growing number of infected #WuhanPneumonia is because the hospitals has run out virus test kit… This is not a joke from soviet union，this is China now！,,巴丢草 Badiucao,"11:13 PM · Jan 23, 2020"
T,"""In 2004, a SARS virus 'leaked' from a lab in Beijing. And when China set up a lab in Wuhan in 2017 to study some of the most dangerous pathogens, U.S. scientists warned of a similar leak from Wuhan.""",,Brahma Chellaney@Chellaney,"12:31 PM · Jan 24, 2020"
T,Beijing's attacks on political freedom and the rule of law in Hong Kong are jeopardizing much of what makes the city great,,Kenneth Roth,"7:31 AM · Jan 24, 2020"
T,"China’s viral outbreak is straining the resources of front-line hospital staff in epidemic-stricken Wuhan, who have been forced to turn away patients",,Jonathan Rockoff,"9:57 PM · Jan 24, 2020"
T,Wuhan city is like #HKPoliceTerrorism shut down,,Tekkan,"9:57 PM · Jan 24, 2020"
T,"Wuhan virus: 830 confirmed cases in China, death toll rises to 25",,The Star,"1:52 PM · Jan 24, 2020"
T,China has started construction on a special hospital in Wuhan to be used to treat coronavirus-infected patients,,QuickTake by Bloomberg,"9:30 PM · Jan 24, 2020"
T,"The first person diagnosed with the Wuhan coronavirus in the US is being treated by a few medical workers and a robot. The robot, equipped with a stethoscope, is helping doctors take the man's vitals and communicate with him through a large screen",,CNN International,"9:40 AM · Jan 24, 2020"
T,"SCMP: Wuhan coronavirus: Cathay Pacific offers refunds on all mainland China flights until end of February, as Hong Kong’s tour agents cancel bookings",,Hong Kong News,"4:27 PM · Jan 24, 2020"
T,"In light of the Wuhan virus panic, I would like to urge all tourists and visitors from China to…",,Dr Jason Leong,"9:45 AM · Jan 24, 2020"
T,Officials confirm novel coronavirus in Nepali man who returned from Wuhan earlier this month,,Anup Kaphle,"9:51 PM · Jan 24, 2020"
T,China built a lab to study SARS and Ebola in Wuhan - and US scientists warned in 2017 that a virus could 'escape' the facility located in the same city that's at the coronavirus outbreak's center,,Deep State Exposed,"9:34 PM · Jan 24, 2020"
T,"To all you young grasshoppers out there, if the #Wuhan virus is making you want to know more about viral zoonosis, check out our recent Essay explaining how it works",,Sara Sawyer,"2:20 AM · Jan 22, 2020"
T,"Snake or not snake origin of CoV pneumonia epidemic from Wuhan, China",,Doctorado Medicina de la Conservación,"9:46 AM · Jan 24, 2020"
T,"First of all, happy Lunar New Year to all of you from #Taipei. I have just wrapped up a 14-hour-day at work, spending most of my time contacting experts and trying to get more updates from sources in #Wuhan, the epicenter of a public health crisis",,William Yang,"9:28 PM · Jan 24, 2020"
T,Wuhan where people lacks food and medical resources,,HalleluYah,"10:07 AM · Jan 24, 2020"
T,BREAKING: Five-year-old Chinese boy in Cebu under investigation tested negative for Wuhan coronavirus,,CNN Philippines,"9:29 PM · Jan 24, 2020"
T,"""Beijing—and the WHO authorities that bend to its will—is allowing political and diplomatic sensitivities to interfere with the administration of global health and safety.""",,The Lowy Institute,"2:30 PM · Jan 24, 2020"
T,Wuhan virus: Rats and live wolf pups on the menu at China food market linked to virus outbreak,,The Star,"8:12 AM · Jan 23, 2020"
T,"If live foxes, crocodiles, wolf puppies, giant salamanders, snakes, rats, peacocks, porcupines, camel meat and other game weren’t on the menu @ Wuhan market, they needn’t bother",,Lee Williams,"9:56 PM · Jan 24, 2020"
U,The Department of Health said Friday there is still no confirmed case of the novel coronavirus in the Philippines,,CNN Philippines,"5:37 PM · Jan 24, 2020"
U,"Chinese companies are rushing to access cheap funds via “virus bonds” as they capitalize on #Beijing’s efforts to channel money into #Coronavirus-hit areas of the #Economy, but prospectuses show most of the funds raised will be used for other purposes",,SHEILA LEWIS,"8:19 AM · Feb 14, 2020"
U,Remember (who) poisened the wells with black plague,,Curonian Veste,"7:59 AM · Jan 25, 2020"
U,The people of #Wuhan are literally dropping like flies all over the city. Like something out of a horror movie,,Uncle Sam's Children,"2:47 PM · Jan 24, 2020"
U,"Breaking News: 15 more people died from a coronavirus outbreak in Wuhan, China",,The New York Times,"7:17 AM · Jan 25, 2020"
U,Bkt pag China ang bait nila and we have territorial disputes with them. And US just revoked a visa of your crony and youre already waging war,,D@gsDoria,"8:19 AM · Feb 14, 2020"
U,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor'…,,colin_教主,"12:26 AM · Jan 25, 2020"
U,Bizarre. In original 1981 edition it was a Russian bioweapon named Gorki-400. After the cold war ended it was changed to Wuhan-400 for The 1996 edition. A virus called Wuhan-400 causes outbreak … in a Dean Koontz thriller from 1981. https://www.scmp.com/lifestyle/arts-culture/article/3050481/virus-called-wuhan-400-makes-people-terribly-ill-dean-koontz … lähteestä,,Aki Heikkinen,"4:31 AM · Feb 14, 2020"
U,billboard,,billboard,"6:15 AM · Feb 14, 2020"
U,Thankfully I don’t wear glasses,,Cüpíd,"8:20 AM · Feb 14, 2020"
U,"China vetoes Taiwan to participate in an emergency WHO meeting about the new coronavirus, which has killed at least 25 people since originating in the Chinese city of Wuhan last month. Taiwan has reported one case",,Alfons López Tena,"12:58 AM · Jan 25, 2020"
U,Trending on PubMed: Stop the Wuhan virus,,PubMed Trending,"7:59 AM · Jan 25, 2020"
U,"""#China said it had 1,010 cases & 41 deaths. Many more cases are not being reported, experts believe.“We heard it was over 1,000 when they were only reporting a couple hundred cases,” -HHS official """,,COVID19,"7:59 AM · Jan 25, 2020"
U,Two facilities in Wuhan are linked to covert Chinese biological weapons programs,,Bill Gertz,"7:45 AM · Jan 25, 2020"
U,Supply of masks across #China is tight in fact the #coronarvirus is spreading across the country,,ISCResearch,"6:19 PM · Jan 27, 2020"
U,Virologist Who Visited Wuhan Says Coronavirus is “Out of Control”,,Culttture,"7:00 AM · Jan 25, 2020"
U,definitely since 1986 it hasn't changed much ... it even got worse I think .,,1.22E+18,"7:59 AM · Jan 25, 2020"
U,Gerpang Healthcare 💥 working with Harvard and Yale 💥 10 international patents 💥140m revenue yearly💥merger closing February 18 2020 💥30 mil float should go to $4+minimum🤯,,DBANK777@warrior16win,"8:04 AM · Feb 14, 2020"
U,"Construction began on the night of January 23 for a new specialized hospital for #coronavirus patients in central China's #Wuhan City. The hospital is designed to have an area of 25,000 square meters with 1,000 beds and will be put into use by February 3",,CGTN,"6:50 PM · Jan 24, 2020"
U,"“The worst time for us is when we hear the count of how many are sick.""",,Justin Schecker,"8:13 AM · Feb 14, 2020"
U,France confirms two cases of deadly coronavirus,,The Independent,"3:26 AM · Jan 25, 2020"
U,"Should we be worried about coronavirus in #Thailand? Yes and no. The chance of people getting the virus is low. Even though there are 4 confirmed cases, they all had direct connections with Wuhan. However, up until 22 January, most Chinese from Wuhan flew to Bangkok",,Richard Barrow in Thailand,"10:02 AM · Jan 24, 2020"
U,"CORONAVIRUS OUTBREAK: The 2nd U.S. case of the pneumonia-like illness was confirmed in Chicago Friday, as @CDCgov checks at least 63 possible domestic cases. Coronavirus has killed more than 40 in China and infected more than 1,000, Dean Reynolds reports",,CBS Evening News,"7:37 AM · Jan 25, 2020"
U,"The only “declared” Virology Lab in China is in Wuhan. Top biologists were skeptical of the lab when it was built in 2017 and were worried that testing SARS, MERS, and biological weapons on animals there might be problematic…",,Kyle Bass,"11:30 PM · Jan 24, 2020"
U,"Health authorities in China said 15 more people have died from the coronavirus outbreak in Wuhan, bringing the death toll to 41",,Twitter Moments,"7:55 AM · Jan 25, 2020"
U,"450 military medical personnel from #China's Army, Navy & Air Force medical universities are heading to #Wuhan to help with the #coronoavirus #WuhanCoronavirus outbreak, video shows them loading up into the planes",,d-atis,"2:14 AM · Jan 25, 2020"
U,Contact with wild animal meats at the seafood market has been deemed the likely origin of the first,,SCMP News,"2:03 AM · Jan 25, 2020"
U,What choice do I have?’ Lock-down strands millions in China’s Wuhan,,confusenet.com,"7:58 AM · Jan 25, 2020"
U,"A #Wuhan first line medical personnel reporting the situation of #WuhanPneumonia: 1. the totally dead case numbers is 90,000, not only 26. 2. if one influence, can be spreading 14 ppl. 3.the virus already second generation mutation, will hv explosiveness dead cases",,Ms.F,"12:14 AM · Jan 25, 2020"
U,Two facilities in Wuhan are linked to covert Chinese biological weapons programs. Did the deadly coronavirus escape from a BW weapons lab,,Bill Gertz,"7:45 AM · Jan 25, 2020"
U,Discover of patients with“untypical symptoms.” No cough/fever. Only tiredness/vomit/diarrhea/abnormal heart beating/heavy chest/ conjunctivitis. In some cases patients only felt muscle pain and sore,,hhh,"7:31 AM · Jan 25, 2020"
U,"Wuhan will follow Beijing's SARS treatment model to build a special hospital planned to accommodate 1,000 beds. It will be put into use by Feb. 3",,China Xinhua News,"7:31 AM · Jan 25, 2020"
U,"#CCP #censorship have withhold for weeks -as in #SARS epidemia,2003- information vital to #PublicHealth.It was only when #HongKong media reported #coronavirus spreading to other cities beyond #Wuhan that @XiJingping Gov.admitted:4days ago! @joshuawongcf",,Giulio Terzi,"5:35 AM · Jan 25, 2020"
U,"I was not about to tweet this tonight but find the VPN I am using on my PC was blocked ,I don’t feel right right now. This is what really happening in Wuhan, both patients and doctors are mental breakdown",,Kelly Zhang,"2:15 AM · Jan 25, 2020"
U,Confirmed: Death toll from #Wuhan #CoronaVirus has reached 41,,Aurora Intel - #StayHome,"7:53 AM · Jan 25, 2020"
U,So...the Chinese government is busy killing protestors in Hong Kong while the entire city of Wuhan is suffering from an outbreak of Coronavirus that may very well spread worldwide killing millions,,I am coming for all of you,"7:55 AM · Jan 26, 2020"
U,"41 dead, 1287 confirmed cases in China New 1000-bed hospital being built in six days in Wuhan Virus spreads to Europe - 3 cases confirmed in France. Wuhan under lockdown Tourist sites in Beijing shut McDonald’s shut in 5 cities",,Soutik Biswas,"2:14 PM · Jan 25, 2020"
U,"10 new cases of #coronavirus, including three doctors, have been confirmed in Beijing, bringing the total number to 51. Of the three doctors, two had traveled to Wuhan and the third sat next to one infected doctor during a meeting",,CGTN,"7:38 AM · Jan 26, 2020"
U,"A 62-year-old ear, nose and throat specialist became one of the latest victims of the coronavirus outbreak in China on Saturday. State-owned television said the doctor had been at the “front line” of the outbreak",,The New York Times,"8:40 AM · Jan 26, 2020"
U,Turns out way more countries had visitors traveling in and out from Wuhan. Google 109 countries,,Phov,"2:41 AM · Jan 26, 2020"
U,Coronavirus outbreak: Indonesians in locked-down Wuhan want to come home,,The Jakarta Post,"8:59 AM · Jan 26, 2020"
U,confirmed a fourth imported case of the #Wuhan #coronavirus early on Sunday,,New Straits Times,"8:59 AM · Jan 26, 2020"
U,Chinese people trying to walk home in wuhan china,,Graveyardmilk,"8:36 AM · Jan 26, 2020"
U,And suddenly he’s doctor.They were brought to Sg Buloh because of the facilities lah. You cant simply deport people back to Wuhan when all the flights to and from Wuhan have been cancelled.There are protocols in place in which you have no knowledge about https://twitter.com/arcx13/status/1220978134691958784 …,,AJ,"8:06 PM · Jan 25, 2020"
U,Everyone who has visited Macau for SS8. Please check the below link. Many Wuhan ELF stepped forward to tell us where they were at during the concert and suggest everyone in the area to be extra careful. They are currently fine but better to play safe,,크리스탈Crystal^.^,"6:28 PM · Jan 25, 2020"
U,INCREDIBLE! THE ENTIRE CITY OF WUHAN HAS BEEN QUARANTED AND COMPLETELY ISOLATED. NO ONE CAN ENTER AND EXIT FROM THE CITY! ⚠️☣⚠️ #coronavirus #Wuhan #WuhanQuaranted,,Krish.Makeover,"12:15 AM · Jan 24, 2020"
U,"Hospital in Wuhan Total bed : 1,000 Completion : 6 days Hospital in Rembau Total bed : 76 Completion : 7 years",,Roman Akramovich,"9:04 AM · Jan 25, 2020"
U,"From all over the world I've been getting fearful questions about how people can protect themselves from #nCoV2019 infection. After responding to some individually, I decided to pull it all together. I hope someone will dist. this in Mandarin & Cantonese",,Laurie Garrett,"4:43 AM · Jan 26, 2020"
U,#Singapore confirmed a fourth imported case of the #Wuhan #coronavirus early on Sunday,,New Straits Times,"8:59 AM · Jan 26, 2020"
U,"Liang Wudong, a surgeon who was treating patients in Wuhan, just become the first doctor to die from the new Coronavirus. A reminder that while everyone else is trying to avoid it, frontline medical staff are risking their lives to cure it + save others",,Muhammad Lila,"11:42 AM · Jan 25, 2020"
U,"The Health Ministry has confirmed another positive Coronavirus case, bringing the total number of cases detected to four. The 40 year old man from Wuhan exhibited symptoms a day after arriving in Johor Bahru, from Singapore. Currently, he is in stable condition",,BFM News,"11:44 PM · Jan 25, 2020"
U,A Man Diagnosed With Wuhan Coronavirus Near Seattle Is Being Treated Largely By a Robot…,,Arthur Kimes,"8:59 AM · Jan 26, 2020"
U,"BREAKING Malaysia confirms 4th case of #coronavirus. The first 3 cases are from the same family, while this 4th case is independent from that. All four patients are residents of #wuhan #china, and entered Malaysia via Singapore, in Johor Bahru.#2019nCoV",,Straits Herald,"1:47 AM · Jan 26, 2020"
U,"The same anti-vaxxers fearmongering about the Wuhan coronavirus for racist clout against Chinese people don’t care that the flu kills 646,000 people worldwide in a year. In the same time it took the coronavirus to kill less than 100 people, nearly 80,000 died from the common flu",,"Eugene Gu, MD","8:51 AM · Jan 26, 2020"
U,"[The medical team collapsed] [Wuhan Medical Care is asking for help! #coronavirus More than 10,000 medical staff at the main hospitals in Wuhan have been overwhelmed in the past few days and have not seen their loved ones, along with a shortage of supplies at the hospital",,Sniper3,"2:47 AM · Jan 25, 2020"
U,"this is allegedly a voice note from a nurse in Wuhan, China at the epicenter of where the coronavirus began. heartbreaking if it’s real",,dais,"6:10 PM · Jan 25, 2020"
U,"Regards to the current Wuhan Virus (2019-nCov)，I have to ask a question on why it outbreak in Wuhan？Is Chinese outside Wuhan don't eat bats & frog？The answer is simple, the only P4 lab in China located in Wuhan. It's a man made virus rather than come from nature",,Miho Yamamoto,"10:46 AM · Jan 24, 2020"
U,".@ewarren’s competence, respect for others and status as the nation’s first female president would be a fitting response to the ignorance, sexism and xenophobia of the Trump Oval Office, the Register’s editorial board writes. #IAcaucus",,Heather S,"8:59 AM · Jan 26, 2020"
U,"Coronavirus outbreak: State Department races to get Americans out of Wuhan, China",,ъรεս,"8:59 AM · Jan 26, 2020"
U,"No longer a regional issue, Xi elevates Wuhan outbreak to ""all-China"" emergency",,Nikkei Asian Review,"8:23 AM · Jan 26, 2020"
U,"It would be a wonderful gesture for @realDonaldTrump to travel to Wuhan, China, to show our confidence and support of China’s efforts",,𝙳𝚊𝚟𝚎 𝙴𝚗𝚗𝚊,"8:58 AM · Jan 26, 2020"
U,"Reuters: Jan 25 (Reuters) - Canada declared on Saturday that Toronto Public Health has received notification of first presumptive confirmed case of coronavirus in a resident who recently returned from Wuhan, the government said in a statement",,Vincent Lee,"8:58 AM · Jan 26, 2020"
U,"""The system is working...we are better prepared to act than ever in the past,"" says Ontario health minister @celliottability. Province launches web page http://www.ontario.ca/coronavirus #coronavirus #nCoV2019",,André Picard,"6:52 AM · Jan 26, 2020"
U,"Wuhan Virus Latest: More Domestic, Foreign Governments Raise Alarms as Confirmed Cases Surge",,Ron Nagtegaal,"8:58 AM · Jan 26, 2020"
U,"UPDATE on #coronavirus testing in the UK: As of 2PM on Saturday 25 January 2020, a total of 31 tests have concluded: 31 were confirmed negative 0 positive Updated data will be published at 2PM daily until further notice",,Department of Health and Social Care,"10:23 PM · Jan 25, 2020"
U,Wuhan #coronavirus death toll rises to 54 as healthcare workers say medical supplies are running out https://cnn.it/2RpPvIk,,Tech Junkie,"8:56 AM · Jan 26, 2020"
U,Legitimate fear about the Wuhan coronavirus as a new and poorly understood threat that could have potential for grave disaster is not unreasonable. I’m one of the people who feels that way too. I’m simply talking about anti-vaxxers calling Chinese people dirty bat eating savages,,"Eugene Gu, MD","8:56 AM · Jan 26, 2020"
U,"""The #coronavirus came into that marketplace before it came out of that marketplace.""",,dr. trey #MasksUp 2nd Wave,"10:02 PM · Jan 27, 2020"
U,Good article on how to reduce the chance of getting the coronavirus or any virus Very detailed explanation please read so you can protect yourself and people around you,,A y i n,"8:30 PM · Jan 26, 2020"
U,2020 so far; - “world war 3” - iran plane crash - australian bushfires - volcanic eruptions - earthquake in indonesia - jakarta flood - wuhan coronavirus outbreak,,エンジェル,"1:26 AM · Jan 26, 2020"
U,"Chinese tech firms pitch in with funds to fight #Wuhan #nCoV #coronavirus. Qihoo 360 has pledged to donate 15 million yuan in medical resources while AI firm iFlyTek said it donated 10 million yuan & 500,000 yuan worth of medical supplies",,Microbes&Infection,"10:58 PM · Jan 27, 2020"
U,I am a Malaysian living in Germany and currently healthy but locked down in Wuhan. I am here sharing some of my own thoughts on the #coronavirus from ground zero perspective. (Thread below),,Soares Chen,"10:43 PM · Jan 26, 2020"
U,Ban Chinese from wuhan Pls Lockdown,,EchoTadsss,"10:58 PM · Jan 27, 2020"
U,"More people are dying of #coronavirus in China, not just in Wuhan. There is fear efforts to contain it are failing. Researchers are fast-tracking a vaccine but it is still a ways away. What is essential: trusting that governments are telling the truth",,Barbara Malmet,"9:04 PM · Jan 27, 2020"
U,"As #Wuhan becomes known through #coronavirus, the city’s true hero 秦永敏 Qin Yongmin, China’s Mandela, is in his 23rd year in prison, forgotten by the international community.He was the most persistent leader of China’s fight for democracy, detained 40 times in last 40 years",,周锋锁 Fengsuo Zhou,"10:51 PM · Jan 27, 2020"
U,Wuhan’s mayor said rules imposed by Beijing limited what he could disclose about the threat posed by a fast-spreading coronavirus that has killed dozens of people and infected thousands,,wsj,"10:47 PM · Jan 27, 2020"
U,"The US government is racing to evacuate Americans from Wuhan as China sends reinforcements to the city where the deadly coronavirus outbreak began.@RamyInocencio is covering the virus, which is now spreading faster:",,CBS This Morning,"8:46 PM · Jan 27, 2020"
U,"Huobi sends love and support to everyone impacted by the coronavirus. Huobi decides to establish @HuobiCharity Charity,and set up a 10 Million RMB fund to purchase protective equipment and donate to the medical staff working at the frontline.#coronavirus #Wuhan #prayforwuhan",,Huobi,"10:51 PM · Jan 27, 2020"
U,"""The dean of the university's medical school, Gabriel Leung, said his team has estimated that as of Saturday, some 44,000 people in Wuhan alone were likely to have been infected by the new virus.""",,Steve Lookner,"4:40 PM · Jan 27, 2020"
U,"What progress? There are 65 Ugandan Students in Wuhan, the epicentre of the Novel Coronavirus outbreak but the Gov’t (not even through the embassy) has reached out to the students",,Thomas,"8:39 PM · Jan 27, 2020 from Hubei"
U,"""The data you read online is only what the government want you to know. #Wuhan is doomed. We are short of medical supplies and almost unprotected. This thing has existed since Dec and the government has suppressed the information""",,Himalaya Global,"11:38 AM · Jan 27, 2020"
U,"#Wuhan person refuses to leave home and get tested for #WuhanCoronavirus. So, others simply block him from coming out. This is the #China way to deal with the #WuhanOutbreak",,"Jennifer HY Chan ","10:57 PM · Jan 27, 2020"
U,"Chinese government has just admitted that the #coronavirus CANNOT be contained & people can spread the deadly pathogen before they're symptomatic, calling into question U.S. strategy to contain it... Do not be scared, Be Prepared",,BANDIT XRAY,"2:05 AM · Jan 27, 2020"
U,"BREAKING: Three Chinese nationals were admitted to the San Lazaro Hospital in Manila after displaying symptoms of flu, an official of the hospital confirmed. Two of them have travel history from Wuhan, China, the center of the novel coronavirus. | via @MBMinkaTiangco",,Manila Bulletin News,"9:36 PM · Jan 27, 2020"
U,"Maybe you need to go to Wuhan for a photo op. And please shake many hands, throw face masks into the crowd, and hug many people",,No one is above the law,"10:58 PM · Jan 27, 2020"
U,"JUST IN: Health Sec. Francisco Duque confirms 3 Chinese nationals were admitted to San Lazaro Hospital in Manila after showing signs of flu; says 2 of them have travel history from China’s Wuhan City, the center of the novel coronavirus’ outbreak",,Inquirer,"8:18 PM · Jan 27, 2020"
U,"Its absolutely ridiculous that governments worldwide are only checking people that have travelled to Wuhan, as it is completely spread throughout china, Asia and several other countries. And to add to this it may lay dormant for up to 2 weeks",,Eleven-11,"10:58 PM · Jan 27, 2020"
U,#coronavirus is stolen from Canada by🇨🇳espionage & sent to Wuhan to be weaponized to kill foreign enemies. Now the deadly weaponized virus kills 80 Chinese & no foreigners & becomes Emperor Shithole's Chernobyl,,Solomon Yue,"9:31 AM · Jan 27, 2020"
U,"So, there's this conspiracy theory going around, about the Wuhan coronavirus being engineered in that military biotech lab in Wuhan – which I'm not inclined to believe, here's why. I think the truth is even more uncomfortable; and resorting to a conspiracy theory is a cope",,slovborg,"10:46 PM · Jan 27, 2020"
U,"#Wuhan person refuses to leave home and get tested for #WuhanCoronavirus. So, others simply block him from coming out",,Jennifer HY Chan,"10:57 PM · Jan 27, 2020"
U,BREAKING: San Lazaro Hospital confirms that three Chinese nationals are under investigation for possible Wuhan coronavirus infection,,CNN Philippines,"8:58 PM · Jan 27, 2020"
U,"This is a problem: “China’s top leader, Xi Jinping, has promised drastic measures to contain the virus.” Drastic measures can make things worse. We need smart measures",,Matthew Wynia,"1:14 PM · Jan 27, 2020"
U,"When asked if medics deployed from other parts of China to Wuhan have formed a sufficient force of help by @CCTV host, mayor Zhou Xianwang said he felt ""happy"" 幸福""As a Chinese, as a Chinese citizen under the leadership of the Chinese Communist Party, I indeed feel happy..",,Xinqi Su 蘇昕琪,"6:45 PM · Jan 27, 2020"
U,"Heartwarming: Residents chant ""Wuhan, Jiayou"" for their city to hold on despite adversity",,China Xinhua News,"10:12 PM · Jan 27, 2020"
U,"More often than not, health officials are several steps behind a spreading epidemic: Quarantines are too much too late, argues Dr. Howard Markel",,New York Times Opinion,"2:20 PM · Jan 27, 2020"
U,"“Mommy is going there to fight the monster virus, I’ll be back soon.” 144 medical personnel from Chongqing Emergency Medical Centre left for Wuhan last night",,Richard Ker,"11:55 AM · Jan 27, 2020"
U,A #Wuhan official Wang XianLiang died because of #WuhanPneumonia. The first official died due to this deadly virus.https://news.rthk.hk/rthk/ch/component/k2/1505050-20200127.htm …,,Hiro Hamakawa,"1:07 PM · Jan 27, 2020"
U,What you need to know about the novel #coronavirus currently centered in #Wuhan: https://twitter.com/WHOWPRO/status/1220195655689195521 …,,James Chau,"6:04 PM · Jan 27, 2020"
U,RT @AbacusNews: Gamers stuck indoors during Wuhan coronavirus outbreak overwhelm China’s #PUBGMobile,,Abacus,"10:00 PM · Jan 27, 2020"
